dname_drug1,chembl_id_drug1,dname_drug2,chembl_id_drug2,cell_line_name,NCI_thesaurus_code,disease_cui
5-Fluorouracil,CHEMBL185,Veliparib,CHEMBL506871,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Veliparib,CHEMBL506871,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Veliparib,CHEMBL506871,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Veliparib,CHEMBL506871,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,MK-1775,CHEMBL1976040,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,MK-1775,CHEMBL1976040,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,MK-1775,CHEMBL1976040,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,MK-1775,CHEMBL1976040,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Bortezomib,CHEMBL325041,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Bortezomib,CHEMBL325041,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Bortezomib,CHEMBL325041,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Bortezomib,CHEMBL325041,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Dasatinib,CHEMBL1421,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Dasatinib,CHEMBL1421,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Dasatinib,CHEMBL1421,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Dasatinib,CHEMBL1421,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Erlotinib,CHEMBL553,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Erlotinib,CHEMBL553,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Erlotinib,CHEMBL553,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Erlotinib,CHEMBL553,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,geldanamycin,CHEMBL278315,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,geldanamycin,CHEMBL278315,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,geldanamycin,CHEMBL278315,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,geldanamycin,CHEMBL278315,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Lapatinib,CHEMBL554,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Lapatinib,CHEMBL554,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Lapatinib,CHEMBL554,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Lapatinib,CHEMBL554,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,MK-2206,CHEMBL1079175,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,MK-2206,CHEMBL1079175,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,MK-2206,CHEMBL1079175,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,MK-2206,CHEMBL1079175,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,391210-10-9,CHEMBL507361,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,391210-10-9,CHEMBL507361,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,391210-10-9,CHEMBL507361,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,391210-10-9,CHEMBL507361,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Sorafenib,CHEMBL1336,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Sorafenib,CHEMBL1336,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Sorafenib,CHEMBL1336,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Sorafenib,CHEMBL1336,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Sunitinib,CHEMBL535,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Sunitinib,CHEMBL535,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Sunitinib,CHEMBL535,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Sunitinib,CHEMBL535,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,temozolomide,CHEMBL810,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,temozolomide,CHEMBL810,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,temozolomide,CHEMBL810,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,temozolomide,CHEMBL810,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Vorinostat,CHEMBL98,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Vorinostat,CHEMBL98,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Vorinostat,CHEMBL98,A375,C3802,C0206735
5-Fluorouracil,CHEMBL185,Vorinostat,CHEMBL98,A375,C3802,C0206735
Veliparib,CHEMBL506871,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
Veliparib,CHEMBL506871,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
Veliparib,CHEMBL506871,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
Veliparib,CHEMBL506871,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
Veliparib,CHEMBL506871,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
Veliparib,CHEMBL506871,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
Veliparib,CHEMBL506871,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
Veliparib,CHEMBL506871,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
Veliparib,CHEMBL506871,geldanamycin,CHEMBL278315,A375,C3802,C0206735
Veliparib,CHEMBL506871,geldanamycin,CHEMBL278315,A375,C3802,C0206735
Veliparib,CHEMBL506871,geldanamycin,CHEMBL278315,A375,C3802,C0206735
Veliparib,CHEMBL506871,geldanamycin,CHEMBL278315,A375,C3802,C0206735
Veliparib,CHEMBL506871,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,A375,C3802,C0206735
Veliparib,CHEMBL506871,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,A375,C3802,C0206735
Veliparib,CHEMBL506871,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,A375,C3802,C0206735
Veliparib,CHEMBL506871,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,A375,C3802,C0206735
Veliparib,CHEMBL506871,Sorafenib,CHEMBL1336,A375,C3802,C0206735
Veliparib,CHEMBL506871,Sorafenib,CHEMBL1336,A375,C3802,C0206735
Veliparib,CHEMBL506871,Sorafenib,CHEMBL1336,A375,C3802,C0206735
Veliparib,CHEMBL506871,Sorafenib,CHEMBL1336,A375,C3802,C0206735
MK-1775,CHEMBL1976040,Veliparib,CHEMBL506871,A375,C3802,C0206735
MK-1775,CHEMBL1976040,Veliparib,CHEMBL506871,A375,C3802,C0206735
MK-1775,CHEMBL1976040,Veliparib,CHEMBL506871,A375,C3802,C0206735
MK-1775,CHEMBL1976040,Veliparib,CHEMBL506871,A375,C3802,C0206735
MK-1775,CHEMBL1976040,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
MK-1775,CHEMBL1976040,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
MK-1775,CHEMBL1976040,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
MK-1775,CHEMBL1976040,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
MK-1775,CHEMBL1976040,Bortezomib,CHEMBL325041,A375,C3802,C0206735
MK-1775,CHEMBL1976040,Bortezomib,CHEMBL325041,A375,C3802,C0206735
MK-1775,CHEMBL1976040,Bortezomib,CHEMBL325041,A375,C3802,C0206735
MK-1775,CHEMBL1976040,Bortezomib,CHEMBL325041,A375,C3802,C0206735
MK-1775,CHEMBL1976040,Dasatinib,CHEMBL1421,A375,C3802,C0206735
MK-1775,CHEMBL1976040,Dasatinib,CHEMBL1421,A375,C3802,C0206735
MK-1775,CHEMBL1976040,Dasatinib,CHEMBL1421,A375,C3802,C0206735
MK-1775,CHEMBL1976040,Dasatinib,CHEMBL1421,A375,C3802,C0206735
MK-1775,CHEMBL1976040,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
MK-1775,CHEMBL1976040,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
MK-1775,CHEMBL1976040,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
MK-1775,CHEMBL1976040,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
MK-1775,CHEMBL1976040,Erlotinib,CHEMBL553,A375,C3802,C0206735
MK-1775,CHEMBL1976040,Erlotinib,CHEMBL553,A375,C3802,C0206735
MK-1775,CHEMBL1976040,Erlotinib,CHEMBL553,A375,C3802,C0206735
MK-1775,CHEMBL1976040,Erlotinib,CHEMBL553,A375,C3802,C0206735
MK-1775,CHEMBL1976040,geldanamycin,CHEMBL278315,A375,C3802,C0206735
MK-1775,CHEMBL1976040,geldanamycin,CHEMBL278315,A375,C3802,C0206735
MK-1775,CHEMBL1976040,geldanamycin,CHEMBL278315,A375,C3802,C0206735
MK-1775,CHEMBL1976040,geldanamycin,CHEMBL278315,A375,C3802,C0206735
MK-1775,CHEMBL1976040,Lapatinib,CHEMBL554,A375,C3802,C0206735
MK-1775,CHEMBL1976040,Lapatinib,CHEMBL554,A375,C3802,C0206735
MK-1775,CHEMBL1976040,Lapatinib,CHEMBL554,A375,C3802,C0206735
MK-1775,CHEMBL1976040,Lapatinib,CHEMBL554,A375,C3802,C0206735
MK-1775,CHEMBL1976040,MK-2206,CHEMBL1079175,A375,C3802,C0206735
MK-1775,CHEMBL1976040,MK-2206,CHEMBL1079175,A375,C3802,C0206735
MK-1775,CHEMBL1976040,MK-2206,CHEMBL1079175,A375,C3802,C0206735
MK-1775,CHEMBL1976040,MK-2206,CHEMBL1079175,A375,C3802,C0206735
MK-1775,CHEMBL1976040,391210-10-9,CHEMBL507361,A375,C3802,C0206735
MK-1775,CHEMBL1976040,391210-10-9,CHEMBL507361,A375,C3802,C0206735
MK-1775,CHEMBL1976040,391210-10-9,CHEMBL507361,A375,C3802,C0206735
MK-1775,CHEMBL1976040,391210-10-9,CHEMBL507361,A375,C3802,C0206735
MK-1775,CHEMBL1976040,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,A375,C3802,C0206735
MK-1775,CHEMBL1976040,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,A375,C3802,C0206735
MK-1775,CHEMBL1976040,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,A375,C3802,C0206735
MK-1775,CHEMBL1976040,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,A375,C3802,C0206735
MK-1775,CHEMBL1976040,Sorafenib,CHEMBL1336,A375,C3802,C0206735
MK-1775,CHEMBL1976040,Sorafenib,CHEMBL1336,A375,C3802,C0206735
MK-1775,CHEMBL1976040,Sorafenib,CHEMBL1336,A375,C3802,C0206735
MK-1775,CHEMBL1976040,Sorafenib,CHEMBL1336,A375,C3802,C0206735
915019-65-7,CHEMBL1879463,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
915019-65-7,CHEMBL1879463,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
915019-65-7,CHEMBL1879463,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
915019-65-7,CHEMBL1879463,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
915019-65-7,CHEMBL1879463,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,A375,C3802,C0206735
915019-65-7,CHEMBL1879463,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,A375,C3802,C0206735
915019-65-7,CHEMBL1879463,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,A375,C3802,C0206735
915019-65-7,CHEMBL1879463,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,A375,C3802,C0206735
915019-65-7,CHEMBL1879463,Sorafenib,CHEMBL1336,A375,C3802,C0206735
915019-65-7,CHEMBL1879463,Sorafenib,CHEMBL1336,A375,C3802,C0206735
915019-65-7,CHEMBL1879463,Sorafenib,CHEMBL1336,A375,C3802,C0206735
915019-65-7,CHEMBL1879463,Sorafenib,CHEMBL1336,A375,C3802,C0206735
Bortezomib,CHEMBL325041,Veliparib,CHEMBL506871,A375,C3802,C0206735
Bortezomib,CHEMBL325041,Veliparib,CHEMBL506871,A375,C3802,C0206735
Bortezomib,CHEMBL325041,Veliparib,CHEMBL506871,A375,C3802,C0206735
Bortezomib,CHEMBL325041,Veliparib,CHEMBL506871,A375,C3802,C0206735
Bortezomib,CHEMBL325041,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
Bortezomib,CHEMBL325041,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
Bortezomib,CHEMBL325041,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
Bortezomib,CHEMBL325041,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
Bortezomib,CHEMBL325041,Dasatinib,CHEMBL1421,A375,C3802,C0206735
Bortezomib,CHEMBL325041,Dasatinib,CHEMBL1421,A375,C3802,C0206735
Bortezomib,CHEMBL325041,Dasatinib,CHEMBL1421,A375,C3802,C0206735
Bortezomib,CHEMBL325041,Dasatinib,CHEMBL1421,A375,C3802,C0206735
Bortezomib,CHEMBL325041,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
Bortezomib,CHEMBL325041,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
Bortezomib,CHEMBL325041,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
Bortezomib,CHEMBL325041,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
Bortezomib,CHEMBL325041,geldanamycin,CHEMBL278315,A375,C3802,C0206735
Bortezomib,CHEMBL325041,geldanamycin,CHEMBL278315,A375,C3802,C0206735
Bortezomib,CHEMBL325041,geldanamycin,CHEMBL278315,A375,C3802,C0206735
Bortezomib,CHEMBL325041,geldanamycin,CHEMBL278315,A375,C3802,C0206735
Bortezomib,CHEMBL325041,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,A375,C3802,C0206735
Bortezomib,CHEMBL325041,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,A375,C3802,C0206735
Bortezomib,CHEMBL325041,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,A375,C3802,C0206735
Bortezomib,CHEMBL325041,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,A375,C3802,C0206735
Bortezomib,CHEMBL325041,Sorafenib,CHEMBL1336,A375,C3802,C0206735
Bortezomib,CHEMBL325041,Sorafenib,CHEMBL1336,A375,C3802,C0206735
Bortezomib,CHEMBL325041,Sorafenib,CHEMBL1336,A375,C3802,C0206735
Bortezomib,CHEMBL325041,Sorafenib,CHEMBL1336,A375,C3802,C0206735
Dasatinib,CHEMBL1421,Veliparib,CHEMBL506871,A375,C3802,C0206735
Dasatinib,CHEMBL1421,Veliparib,CHEMBL506871,A375,C3802,C0206735
Dasatinib,CHEMBL1421,Veliparib,CHEMBL506871,A375,C3802,C0206735
Dasatinib,CHEMBL1421,Veliparib,CHEMBL506871,A375,C3802,C0206735
Dasatinib,CHEMBL1421,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
Dasatinib,CHEMBL1421,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
Dasatinib,CHEMBL1421,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
Dasatinib,CHEMBL1421,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
Dasatinib,CHEMBL1421,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
Dasatinib,CHEMBL1421,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
Dasatinib,CHEMBL1421,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
Dasatinib,CHEMBL1421,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
Dasatinib,CHEMBL1421,geldanamycin,CHEMBL278315,A375,C3802,C0206735
Dasatinib,CHEMBL1421,geldanamycin,CHEMBL278315,A375,C3802,C0206735
Dasatinib,CHEMBL1421,geldanamycin,CHEMBL278315,A375,C3802,C0206735
Dasatinib,CHEMBL1421,geldanamycin,CHEMBL278315,A375,C3802,C0206735
Dasatinib,CHEMBL1421,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,A375,C3802,C0206735
Dasatinib,CHEMBL1421,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,A375,C3802,C0206735
Dasatinib,CHEMBL1421,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,A375,C3802,C0206735
Dasatinib,CHEMBL1421,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,A375,C3802,C0206735
Dasatinib,CHEMBL1421,Sorafenib,CHEMBL1336,A375,C3802,C0206735
Dasatinib,CHEMBL1421,Sorafenib,CHEMBL1336,A375,C3802,C0206735
Dasatinib,CHEMBL1421,Sorafenib,CHEMBL1336,A375,C3802,C0206735
Dasatinib,CHEMBL1421,Sorafenib,CHEMBL1336,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Veliparib,CHEMBL506871,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Veliparib,CHEMBL506871,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Veliparib,CHEMBL506871,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Veliparib,CHEMBL506871,A375,C3802,C0206735
doxorubicin,CHEMBL53463,MK-1775,CHEMBL1976040,A375,C3802,C0206735
doxorubicin,CHEMBL53463,MK-1775,CHEMBL1976040,A375,C3802,C0206735
doxorubicin,CHEMBL53463,MK-1775,CHEMBL1976040,A375,C3802,C0206735
doxorubicin,CHEMBL53463,MK-1775,CHEMBL1976040,A375,C3802,C0206735
doxorubicin,CHEMBL53463,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
doxorubicin,CHEMBL53463,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
doxorubicin,CHEMBL53463,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
doxorubicin,CHEMBL53463,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Bortezomib,CHEMBL325041,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Bortezomib,CHEMBL325041,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Bortezomib,CHEMBL325041,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Bortezomib,CHEMBL325041,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Dasatinib,CHEMBL1421,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Dasatinib,CHEMBL1421,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Dasatinib,CHEMBL1421,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Dasatinib,CHEMBL1421,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Erlotinib,CHEMBL553,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Erlotinib,CHEMBL553,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Erlotinib,CHEMBL553,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Erlotinib,CHEMBL553,A375,C3802,C0206735
doxorubicin,CHEMBL53463,geldanamycin,CHEMBL278315,A375,C3802,C0206735
doxorubicin,CHEMBL53463,geldanamycin,CHEMBL278315,A375,C3802,C0206735
doxorubicin,CHEMBL53463,geldanamycin,CHEMBL278315,A375,C3802,C0206735
doxorubicin,CHEMBL53463,geldanamycin,CHEMBL278315,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Lapatinib,CHEMBL554,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Lapatinib,CHEMBL554,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Lapatinib,CHEMBL554,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Lapatinib,CHEMBL554,A375,C3802,C0206735
doxorubicin,CHEMBL53463,MK-2206,CHEMBL1079175,A375,C3802,C0206735
doxorubicin,CHEMBL53463,MK-2206,CHEMBL1079175,A375,C3802,C0206735
doxorubicin,CHEMBL53463,MK-2206,CHEMBL1079175,A375,C3802,C0206735
doxorubicin,CHEMBL53463,MK-2206,CHEMBL1079175,A375,C3802,C0206735
doxorubicin,CHEMBL53463,391210-10-9,CHEMBL507361,A375,C3802,C0206735
doxorubicin,CHEMBL53463,391210-10-9,CHEMBL507361,A375,C3802,C0206735
doxorubicin,CHEMBL53463,391210-10-9,CHEMBL507361,A375,C3802,C0206735
doxorubicin,CHEMBL53463,391210-10-9,CHEMBL507361,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Sorafenib,CHEMBL1336,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Sorafenib,CHEMBL1336,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Sorafenib,CHEMBL1336,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Sorafenib,CHEMBL1336,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Sunitinib,CHEMBL535,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Sunitinib,CHEMBL535,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Sunitinib,CHEMBL535,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Sunitinib,CHEMBL535,A375,C3802,C0206735
doxorubicin,CHEMBL53463,temozolomide,CHEMBL810,A375,C3802,C0206735
doxorubicin,CHEMBL53463,temozolomide,CHEMBL810,A375,C3802,C0206735
doxorubicin,CHEMBL53463,temozolomide,CHEMBL810,A375,C3802,C0206735
doxorubicin,CHEMBL53463,temozolomide,CHEMBL810,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Vorinostat,CHEMBL98,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Vorinostat,CHEMBL98,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Vorinostat,CHEMBL98,A375,C3802,C0206735
doxorubicin,CHEMBL53463,Vorinostat,CHEMBL98,A375,C3802,C0206735
Erlotinib,CHEMBL553,Veliparib,CHEMBL506871,A375,C3802,C0206735
Erlotinib,CHEMBL553,Veliparib,CHEMBL506871,A375,C3802,C0206735
Erlotinib,CHEMBL553,Veliparib,CHEMBL506871,A375,C3802,C0206735
Erlotinib,CHEMBL553,Veliparib,CHEMBL506871,A375,C3802,C0206735
Erlotinib,CHEMBL553,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
Erlotinib,CHEMBL553,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
Erlotinib,CHEMBL553,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
Erlotinib,CHEMBL553,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
Erlotinib,CHEMBL553,Bortezomib,CHEMBL325041,A375,C3802,C0206735
Erlotinib,CHEMBL553,Bortezomib,CHEMBL325041,A375,C3802,C0206735
Erlotinib,CHEMBL553,Bortezomib,CHEMBL325041,A375,C3802,C0206735
Erlotinib,CHEMBL553,Bortezomib,CHEMBL325041,A375,C3802,C0206735
Erlotinib,CHEMBL553,Dasatinib,CHEMBL1421,A375,C3802,C0206735
Erlotinib,CHEMBL553,Dasatinib,CHEMBL1421,A375,C3802,C0206735
Erlotinib,CHEMBL553,Dasatinib,CHEMBL1421,A375,C3802,C0206735
Erlotinib,CHEMBL553,Dasatinib,CHEMBL1421,A375,C3802,C0206735
Erlotinib,CHEMBL553,geldanamycin,CHEMBL278315,A375,C3802,C0206735
Erlotinib,CHEMBL553,geldanamycin,CHEMBL278315,A375,C3802,C0206735
Erlotinib,CHEMBL553,geldanamycin,CHEMBL278315,A375,C3802,C0206735
Erlotinib,CHEMBL553,geldanamycin,CHEMBL278315,A375,C3802,C0206735
Erlotinib,CHEMBL553,391210-10-9,CHEMBL507361,A375,C3802,C0206735
Erlotinib,CHEMBL553,391210-10-9,CHEMBL507361,A375,C3802,C0206735
Erlotinib,CHEMBL553,391210-10-9,CHEMBL507361,A375,C3802,C0206735
Erlotinib,CHEMBL553,391210-10-9,CHEMBL507361,A375,C3802,C0206735
Erlotinib,CHEMBL553,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,A375,C3802,C0206735
Erlotinib,CHEMBL553,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,A375,C3802,C0206735
Erlotinib,CHEMBL553,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,A375,C3802,C0206735
Erlotinib,CHEMBL553,7-Ethyl-10-hydroxycamptothecin,CHEMBL837,A375,C3802,C0206735
Erlotinib,CHEMBL553,Sorafenib,CHEMBL1336,A375,C3802,C0206735
Erlotinib,CHEMBL553,Sorafenib,CHEMBL1336,A375,C3802,C0206735
Erlotinib,CHEMBL553,Sorafenib,CHEMBL1336,A375,C3802,C0206735
Erlotinib,CHEMBL553,Sorafenib,CHEMBL1336,A375,C3802,C0206735
etoposide,CHEMBL44657,Veliparib,CHEMBL506871,A375,C3802,C0206735
etoposide,CHEMBL44657,Veliparib,CHEMBL506871,A375,C3802,C0206735
etoposide,CHEMBL44657,Veliparib,CHEMBL506871,A375,C3802,C0206735
etoposide,CHEMBL44657,Veliparib,CHEMBL506871,A375,C3802,C0206735
etoposide,CHEMBL44657,MK-1775,CHEMBL1976040,A375,C3802,C0206735
etoposide,CHEMBL44657,MK-1775,CHEMBL1976040,A375,C3802,C0206735
etoposide,CHEMBL44657,MK-1775,CHEMBL1976040,A375,C3802,C0206735
etoposide,CHEMBL44657,MK-1775,CHEMBL1976040,A375,C3802,C0206735
etoposide,CHEMBL44657,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
etoposide,CHEMBL44657,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
etoposide,CHEMBL44657,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
etoposide,CHEMBL44657,915019-65-7,CHEMBL1879463,A375,C3802,C0206735
etoposide,CHEMBL44657,Bortezomib,CHEMBL325041,A375,C3802,C0206735
etoposide,CHEMBL44657,Bortezomib,CHEMBL325041,A375,C3802,C0206735
etoposide,CHEMBL44657,Bortezomib,CHEMBL325041,A375,C3802,C0206735
etoposide,CHEMBL44657,Bortezomib,CHEMBL325041,A375,C3802,C0206735
etoposide,CHEMBL44657,Dasatinib,CHEMBL1421,A375,C3802,C0206735
etoposide,CHEMBL44657,Dasatinib,CHEMBL1421,A375,C3802,C0206735
etoposide,CHEMBL44657,Dasatinib,CHEMBL1421,A375,C3802,C0206735
etoposide,CHEMBL44657,Dasatinib,CHEMBL1421,A375,C3802,C0206735
etoposide,CHEMBL44657,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
etoposide,CHEMBL44657,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
etoposide,CHEMBL44657,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
etoposide,CHEMBL44657,Dinaciclib,CHEMBL2103840,A375,C3802,C0206735
